season,position_group,metric,value,shot_type
2001,Guard-Forward,pct,0.711,ft
2001,Unknown,pct,0.727,ft
2002,Center,pct,0.6726,ft
2002,Center-Forward,pct,0.709,ft
2002,Forward,pct,0.6779999999999999,ft
2002,Forward-Center,pct,0.776,ft
2002,Forward-Guard,pct,0.763,ft
2002,Guard,pct,0.70825,ft
2002,Guard-Forward,pct,0.774,ft
2002,Unknown,pct,0.643,ft
2003,Center,pct,0.6645000000000001,ft
2003,Center-Forward,pct,0.6405,ft
2003,Forward,pct,0.7494285714285714,ft
2003,Forward-Center,pct,0.661,ft
2003,Forward-Guard,pct,0.35,ft
2003,Guard,pct,0.7120000000000001,ft
2004,Center,pct,0.697,ft
2004,Center-Forward,pct,0.6759999999999999,ft
2004,Forward,pct,0.7393333333333333,ft
2004,Forward-Center,pct,0.66,ft
2004,Forward-Guard,pct,0.703,ft
2004,Guard,pct,0.7774285714285715,ft
2004,Guard-Forward,pct,0.7025,ft
2004,Unknown,pct,0.633,ft
2005,Center,pct,0.6134000000000001,ft
2005,Center-Forward,pct,0.671,ft
2005,Forward,pct,0.619,ft
2005,Forward-Center,pct,0.64,ft
2005,Forward-Guard,pct,0.823,ft
2005,Guard,pct,0.745625,ft
2005,Guard-Forward,pct,0.74,ft
2006,Center,pct,0.629,ft
2006,Center-Forward,pct,0.766,ft
2006,Forward,pct,0.7654,ft
2006,Forward-Center,pct,0.825,ft
2006,Forward-Guard,pct,0.6385000000000001,ft
2006,Guard,pct,0.7717777777777778,ft
2006,Guard-Forward,pct,0.772,ft
2007,Center-Forward,pct,0.77,ft
2007,Forward,pct,0.6323333333333333,ft
2007,Forward-Center,pct,0.597,ft
2007,Forward-Guard,pct,0.727,ft
2007,Guard,pct,0.7441666666666666,ft
2008,Center,pct,0.566,ft
2008,Center-Forward,pct,0.731,ft
2008,Forward,pct,0.7587142857142857,ft
2008,Forward-Center,pct,0.6583333333333333,ft
2008,Guard,pct,0.7646,ft
2008,Guard-Forward,pct,0.8,ft
2009,Center,pct,0.623,ft
2009,Center-Forward,pct,0.66,ft
2009,Forward,pct,0.75325,ft
2009,Forward-Center,pct,0.7513333333333333,ft
2009,Guard,pct,0.8322857142857142,ft
2009,Guard-Forward,pct,0.7525,ft
2009,Unknown,pct,0.716,ft
2010,Center,pct,0.581,ft
2010,Center-Forward,pct,0.547,ft
2010,Forward,pct,0.689125,ft
2010,Forward-Center,pct,0.676,ft
2010,Forward-Guard,pct,0.777,ft
2010,Guard,pct,0.8002142857142857,ft
2010,Guard-Forward,pct,0.7639999999999999,ft
2011,Center,pct,0.687,ft
2011,Center-Forward,pct,0.6055,ft
2011,Forward,pct,0.68675,ft
2011,Forward-Center,pct,0.6306666666666666,ft
2011,Forward-Guard,pct,0.6655,ft
2011,Guard,pct,0.755,ft
2011,Guard-Forward,pct,0.7885,ft
2012,Center,pct,0.575,ft
2012,Center-Forward,pct,0.552,ft
2012,Forward,pct,0.6749999999999999,ft
2012,Guard,pct,0.8073333333333333,ft
2013,Center-Forward,pct,0.667,ft
2013,Forward,pct,0.7554285714285714,ft
2013,Forward-Center,pct,0.7746666666666666,ft
2013,Forward-Guard,pct,0.57,ft
2013,Guard,pct,0.695125,ft
2014,Forward,pct,0.7120000000000001,ft
2014,Forward-Center,pct,0.7705,ft
2014,Guard,pct,0.745625,ft
2014,Guard-Forward,pct,0.764,ft
2015,Center,pct,0.636,ft
2015,Forward,pct,0.685,ft
2015,Forward-Guard,pct,0.643,ft
2015,Guard,pct,0.72725,ft
2015,Guard-Forward,pct,0.752,ft
2016,Center,pct,0.648,ft
2016,Center-Forward,pct,0.7413333333333334,ft
2016,Forward,pct,0.7092499999999999,ft
2016,Forward-Center,pct,0.6966666666666667,ft
2016,Forward-Guard,pct,0.7937500000000001,ft
2016,Guard,pct,0.7624444444444445,ft
2016,Guard-Forward,pct,0.848,ft
2017,Center,pct,0.653,ft
2017,Forward,pct,0.6733333333333333,ft
2017,Forward-Center,pct,0.6709999999999999,ft
2017,Guard,pct,0.7981666666666666,ft
2017,Guard-Forward,pct,0.638,ft
2018,Center,pct,0.776,ft
2018,Center-Forward,pct,0.721,ft
2018,Forward,pct,0.6964285714285714,ft
2018,Forward-Center,pct,0.7789999999999999,ft
2018,Forward-Guard,pct,0.7275,ft
2018,Guard,pct,0.7267272727272727,ft
2018,Guard-Forward,pct,0.764,ft
2019,Center,pct,0.6665,ft
2019,Center-Forward,pct,0.6975,ft
2019,Forward,pct,0.7276666666666666,ft
2019,Forward-Center,pct,0.7885,ft
2019,Forward-Guard,pct,0.7016666666666667,ft
2019,Guard,pct,0.7560909090909091,ft
2019,Guard-Forward,pct,0.72175,ft
2020,Center-Forward,pct,0.687,ft
2020,Forward,pct,0.7215714285714286,ft
2020,Forward-Center,pct,0.533,ft
2020,Forward-Guard,pct,0.704,ft
2020,Guard,pct,0.7976666666666667,ft
2020,Guard-Forward,pct,0.6424,ft
2021,Forward,pct,0.6992499999999999,ft
2021,Forward-Center,pct,0.7093333333333334,ft
2021,Forward-Guard,pct,0.726,ft
2021,Guard,pct,0.7719090909090909,ft
2021,Guard-Forward,pct,0.815,ft
2022,Center,pct,0.5932499999999999,ft
2022,Forward,pct,0.80975,ft
2022,Forward-Center,pct,0.818,ft
2022,Forward-Guard,pct,0.735,ft
2022,Guard,pct,0.7705,ft
2023,Center,pct,0.606,ft
2023,Forward,pct,0.7464166666666667,ft
2023,Guard,pct,0.7315,ft
2023,Guard-Forward,pct,0.81,ft
2024,Center,pct,0.506,ft
2024,Forward,pct,0.71775,ft
2024,Forward-Center,pct,0.748,ft
2024,Guard,pct,0.7875555555555556,ft
2024,Guard-Forward,pct,0.6803333333333333,ft
2025,Center,pct,0.6745714285714286,ft
2025,Forward,pct,0.7186,ft
2025,Guard,pct,0.772,ft
2025,Guard-Forward,pct,0.792,ft
2026,C,pct,0.7985,ft
2026,F,pct,0.6402857142857143,ft
2026,F-C,pct,0.5925,ft
2026,F-G,pct,0.886,ft
2026,G,pct,0.8281499999999999,ft
2026,G-F,pct,0.7447777777777778,ft
2026,Unknown,pct,,ft
